video_name,score
-22tna7KHzI_output_01_2.mp4,4.0
-22tna7KHzI_output_01_3.mp4,5.0
-22tna7KHzI_output_01_4.mp4,4.667
-22tna7KHzI_output_01_5.mp4,5.0
-22tna7KHzI_output_01_6.mp4,4.333
-22tna7KHzI_output_01_9.mp4,2.0
-22tna7KHzI_output_02_0.mp4,4.667
-22tna7KHzI_output_02_1.mp4,4.333
-22tna7KHzI_output_02_2.mp4,4.333
-22tna7KHzI_output_02_4.mp4,3.667
-22tna7KHzI_output_02_6.mp4,4.222
-22tna7KHzI_output_02_7.mp4,4.333
-22tna7KHzI_output_02_8.mp4,3.0
-22tna7KHzI_output_03_0.mp4,5.0
-22tna7KHzI_output_03_1.mp4,5.0
-22tna7KHzI_output_03_2.mp4,4.333
-22tna7KHzI_output_03_3.mp4,4.444
-22tna7KHzI_output_03_4.mp4,4.333
-22tna7KHzI_output_03_6.mp4,4.0
-22tna7KHzI_output_03_7.mp4,4.667
-22tna7KHzI_output_03_8.mp4,2.0
-22tna7KHzI_output_03_9.mp4,2.0
-22tna7KHzI_output_04_0.mp4,4.667
-22tna7KHzI_output_04_2.mp4,4.333
-22tna7KHzI_output_04_4.mp4,3.833
-22tna7KHzI_output_04_5.mp4,4.583
-22tna7KHzI_output_04_6.mp4,4.556
-22tna7KHzI_output_04_7.mp4,4.667
-22tna7KHzI_output_04_8.mp4,4.0
-22tna7KHzI_output_04_9.mp4,2.0
-22tna7KHzI_output_05_0.mp4,4.667
-22tna7KHzI_output_05_1.mp4,5.0
-22tna7KHzI_output_05_2.mp4,4.0
-22tna7KHzI_output_05_4.mp4,4.333
-22tna7KHzI_output_05_5.mp4,4.5
-22tna7KHzI_output_05_6.mp4,3.889
-22tna7KHzI_output_05_7.mp4,4.0
-22tna7KHzI_output_05_8.mp4,4.0
-22tna7KHzI_output_06_0.mp4,1.0
-22tna7KHzI_output_06_1.mp4,1.0
-22tna7KHzI_output_06_3.mp4,1.417
-22tna7KHzI_output_06_4.mp4,2.667
-22tna7KHzI_output_06_5.mp4,3.667
-22tna7KHzI_output_06_6.mp4,1.333
-22tna7KHzI_output_06_7.mp4,2.667
-22tna7KHzI_output_06_8.mp4,4.0
-22tna7KHzI_output_06_9.mp4,5.0
-22tna7KHzI_output_07_0.mp4,2.0
-22tna7KHzI_output_07_1.mp4,3.0
-22tna7KHzI_output_07_2.mp4,3.333
-22tna7KHzI_output_07_3.mp4,3.583
-22tna7KHzI_output_07_5.mp4,3.0
-22tna7KHzI_output_07_6.mp4,4.0
-22tna7KHzI_output_07_7.mp4,3.833
-22tna7KHzI_output_07_8.mp4,3.333
-22tna7KHzI_output_07_9.mp4,4.0
-22tna7KHzI_output_08_0.mp4,1.333
-22tna7KHzI_output_08_1.mp4,3.0
-22tna7KHzI_output_08_2.mp4,3.667
-22tna7KHzI_output_08_3.mp4,4.167
-22tna7KHzI_output_08_4.mp4,3.667
-22tna7KHzI_output_08_5.mp4,3.333
-22tna7KHzI_output_08_6.mp4,3.833
-22tna7KHzI_output_08_7.mp4,4.778
